run,gen,alpha,mu,vol
1,17,799.171292,41.75,980.8379060719593
1,17,828.902617,42.155,1009.3386086783484
1,17,705.023352,38.389,841.6538016698113
1,17,642.957768,35.872,763.4411859923753
1,17,768.489461,39.678,936.5984657870196
1,17,634.033635,34.908,743.2637089474138
1,17,859.756838,25.923,1055.2855595790677
1,17,795.046806,45.851,936.205005826399
1,17,559.185205,5.082,689.4927502967971
1,17,617.527325,21.587,758.5193262057549
1,17,764.349181,37.999,915.2184732356967
1,17,791.91394,29.081,901.5351103433956
1,17,674.529524,13.135,796.0925677336853
1,17,665.465734,33.442,792.4082129291664
1,17,727.390651,18.401,903.924689675175
1,17,703.761649,34.178,828.1924573869672
1,17,644.923827,29.174,763.2739642512787
1,17,590.440939,17.558,745.6010474162847
1,17,634.582997,33.409,750.2626939936306
1,17,642.235157,23.139,743.185313706521
1,17,727.036575,27.866,864.6231330370734
1,17,824.023607,15.628,1066.8981881544157
1,18,737.398723,44.85,888.6677900656193
1,18,795.046806,45.851,936.205005826399
1,18,642.829823,40.93,763.4034400915766
1,18,691.575484,42.49,827.9397049018373
1,18,691.573156,42.309,828.1289901345064
1,18,717.778458,43.113,872.1977216299954
1,18,753.454193,41.996,871.9356627713598
1,18,601.637249,38.141,750.3185132839751
1,18,645.659148,38.572,767.6933964237863
1,18,768.502157,41.403,935.9251320215801
1,18,724.779323,39.426,866.0955868858618
1,18,799.171292,41.75,980.8379060719593
1,18,828.902617,42.155,1009.3386086783484
1,18,705.023352,38.389,841.6538016698113
1,18,642.957768,35.872,763.4411859923753
1,18,768.489461,39.678,936.5984657870196
1,18,617.527325,21.587,758.5193262057549
1,18,575.960055,26.004,694.5625174890184
1,18,920.398984,35.039,1129.8762734215413
1,18,747.130835,13.458,909.4677565317288
1,18,657.540604,27.134,748.9743892342
1,18,701.0277,7.211,867.2339968521927
1,18,703.760563,25.694,832.508937954994
1,18,737.281951,39.263,888.4440296841528
1,18,634.582997,33.409,750.2626939936306
1,18,874.610164,33.818,1069.3384035570139
